Predictions,HTeam Name,LTeam Name
0.9444653391838074,clemson,abilene-christian
0.6925360560417175,cleveland-state,abilene-christian
0.47893965244293213,coastal-carolina,abilene-christian
0.8961742520332336,college-of-charleston,abilene-christian
0.7280001640319824,colgate,abilene-christian
0.9533881545066833,colorado,abilene-christian
0.9166390895843506,colorado-state,abilene-christian
0.263793021440506,columbia,abilene-christian
0.9820452928543091,uconn,abilene-christian
0.33087828755378723,coppin-state,abilene-christian
0.748742938041687,cornell,abilene-christian
0.9758815169334412,creighton,abilene-christian
0.49076706171035767,csu-bakersfield,abilene-christian
0.8841836452484131,cs fullerton,abilene-christian
0.3170528709888458,csun,abilene-christian
0.6838032007217407,sacramento-state,abilene-christian
0.5083377361297607,dartmouth,abilene-christian
0.8103141784667969,davidson,abilene-christian
0.8946959376335144,dayton,abilene-christian
0.6047119498252869,delaware,abilene-christian
0.15770649909973145,delaware-state,abilene-christian
0.3547675907611847,denver,abilene-christian
0.9065551161766052,depaul,abilene-christian
0.5171778202056885,detroit-mercy,abilene-christian
0.9319402575492859,drake,abilene-christian
0.492590993642807,drexel,abilene-christian
0.9829463362693787,duke,abilene-christian
0.8259519338607788,duquesne,abilene-christian
0.1523466855287552,eastern-illinois,abilene-christian
0.8172048926353455,eastern-ky,abilene-christian
0.3667794167995453,eastern-michigan,abilene-christian
0.8744450211524963,eastern-washington,abilene-christian
0.7872907519340515,east-carolina,abilene-christian
0.3900527060031891,southern-illinois-edwardsville,abilene-christian
0.2059868425130844,elon university,abilene-christian
0.3875400424003601,etsu,abilene-christian
0.23912714421749115,evansville,abilene-christian
0.13992376625537872,fairleigh-dickinson,abilene-christian
0.4277448058128357,fairfield,abilene-christian
0.9704323410987854,florida-atlantic,abilene-christian
0.6994808316230774,florida-gulf-coast,abilene-christian
0.9571632742881775,florida,abilene-christian
0.17815372347831726,florida-am,abilene-christian
0.6667221784591675,florida-international,abilene-christian
0.7134076356887817,florida-state,abilene-christian
0.8173239231109619,fordham,abilene-christian
0.8403895497322083,fresno-state,abilene-christian
0.8602825999259949,furman,abilene-christian
0.6653863787651062,george-washington,abilene-christian
0.7001304626464844,georgia-southern,abilene-christian
0.5375459790229797,gardner-webb,abilene-christian
0.8471423387527466,george-mason,abilene-christian
0.7496860027313232,georgetown,abilene-christian
0.8563511371612549,georgia,abilene-christian
0.4066055119037628,georgia-state,abilene-christian
0.8112099170684814,georgia-tech,abilene-christian
0.9889695048332214,gonzaga,abilene-christian
0.6348005533218384,grambling-state,abilene-christian
0.9202861189842224,grand-canyon,abilene-christian
0.1886887401342392,hampton,abilene-christian
0.04554395005106926,hartford,abilene-christian
0.6743378043174744,harvard,abilene-christian
0.8018996715545654,hawaii,abilene-christian
0.37383294105529785,high-point,abilene-christian
0.8771469593048096,hofstra,abilene-christian
0.16870948672294617,holy-cross,abilene-christian
0.9847410321235657,houston,abilene-christian
0.12130247056484222,houston christian,abilene-christian
0.6477085947990417,howard,abilene-christian
0.32529211044311523,idaho,abilene-christian
0.46264955401420593,idaho-state,abilene-christian
0.38707900047302246,uic,abilene-christian
0.9698671698570251,illinois,abilene-christian
0.35040077567100525,illinois-state,abilene-christian
0.18483459949493408,incarnate-word,abilene-christian
0.9828334450721741,indiana,abilene-christian
0.7167094349861145,indiana-state,abilene-christian
0.8926194906234741,iona,abilene-christian
0.970485508441925,iowa,abilene-christian
0.9813608527183533,iowa-state,abilene-christian
0.5384669303894043,purdue fort wayne,abilene-christian
0.09796444326639175,iupui,abilene-christian
0.43176329135894775,jackson-state,abilene-christian
0.6566524505615234,jacksonville,abilene-christian
0.5816532373428345,jacksonville-state,abilene-christian
0.8290186524391174,james-madison,abilene-christian
0.992918074131012,kansas,abilene-christian
0.9838969707489014,kansas-state,abilene-christian
0.9097753763198853,kennesaw-state,abilene-christian
0.9330078959465027,kent-state,abilene-christian
0.9790669083595276,kentucky,abilene-christian
0.6673210263252258,la-salle,abilene-christian
0.3752022385597229,lafayette,abilene-christian
0.1297987401485443,lamar-university,abilene-christian
0.41544416546821594,lehigh,abilene-christian
0.9115352630615234,liberty,abilene-christian
0.7502737641334534,lipscomb,abilene-christian
0.7666026949882507,longbeach state,abilene-christian
0.037325985729694366,liu,abilene-christian
0.5593518018722534,longwood,abilene-christian
0.7885413765907288,louisiana-tech,abilene-christian
0.45218878984451294,louisville,abilene-christian
0.9519585967063904,loyola-marymount,abilene-christian
0.26168715953826904,loyola-md,abilene-christian
0.5166745185852051,loyola-il,abilene-christian
0.8592739105224609,lsu,abilene-christian
0.5616204738616943,umass-lowell,abilene-christian
0.43769773840904236,maine,abilene-christian
0.3481430113315582,manhattan,abilene-christian
0.3019148111343384,marist,abilene-christian
0.9862702488899231,marquette,abilene-christian
0.8482003808021545,marshall,abilene-christian
0.9744343161582947,maryland,abilene-christian
0.7203443050384521,umass,abilene-christian
0.22732026875019073,mcneese-state,abilene-christian
0.5731156468391418,umes,abilene-christian
0.9760791659355164,memphis,abilene-christian
0.49562519788742065,mercer,abilene-christian
0.9676967263221741,miami-florida,abilene-christian
0.44660308957099915,miami-ohio,abilene-christian
0.9648984670639038,michigan,abilene-christian
0.9839633703231812,michigan-state,abilene-christian
0.7810967564582825,minnesota,abilene-christian
0.8663281798362732,ole-miss,abilene-christian
0.969892680644989,mississippi-state,abilene-christian
0.9782535433769226,missouri,abilene-christian
0.38027724623680115,umkc,abilene-christian
0.7686538696289062,sw missouri st.,abilene-christian
0.24169184267520905,monmouth-nj,abilene-christian
0.8056293725967407,montana,abilene-christian
0.9138814806938171,montana-state,abilene-christian
0.6318798065185547,morehead-state,abilene-christian
0.3768301010131836,morgan-state,abilene-christian
0.16205210983753204,mvsu(miss. valley st,abilene-christian
0.4461621642112732,mt. st. mary`s,abilene-christian
0.9091632962226868,mtsu,abilene-christian
0.7569015026092529,murray-state,abilene-christian
0.6431337594985962,northern-colorado,abilene-christian
0.6936325430870056,north-dakota-state,abilene-christian
0.5509118437767029,northern-illinois,abilene-christian
0.7844454050064087,northern-ky,abilene-christian
0.5401401519775391,navy,abilene-christian
0.37310320138931274,north-carolina-at,abilene-christian
0.5421323180198669,north-carolina-central,abilene-christian
0.9605473279953003,north-carolina-state,abilene-christian
0.39881640672683716,omaha,abilene-christian
0.960693895816803,nebraska,abilene-christian
0.9728768467903137,nevada,abilene-christian
0.4435550272464752,new-hampshire,abilene-christian
0.9617323279380798,new-mexico,abilene-christian
0.7453972101211548,new-mexico-state,abilene-christian
0.17589055001735687,neworleans,abilene-christian
0.5820980668067932,niagara,abilene-christian
0.43544918298721313,nicholls-state,abilene-christian
0.18348602950572968,njit,abilene-christian
0.6309250593185425,norfolk-state,abilene-christian
0.9618268013000488,unc,abilene-christian
0.45465895533561707,north-dakota,abilene-christian
0.6409679651260376,north-florida,abilene-christian
0.9563243389129639,north-texas,abilene-christian
0.32916536927223206,northeastern,abilene-christian
0.6341487169265747,northern-arizona,abilene-christian
0.635003924369812,uni,abilene-christian
0.976662278175354,northwestern,abilene-christian
0.6205727458000183,northwestern-state,abilene-christian
0.6719381809234619,notre-dame,abilene-christian
0.532271146774292,oakland,abilene-christian
0.7675276398658752,ohio,abilene-christian
0.956986665725708,ohio-state,abilene-christian
0.9730592370033264,oklahoma,abilene-christian
0.9776185154914856,oklahoma-state,abilene-christian
0.8494253158569336,old-dominion,abilene-christian
0.9384011030197144,oral-roberts,abilene-christian
0.9747403264045715,oregon,abilene-christian
0.7757450342178345,oregon-state,abilene-christian
0.8206160664558411,pacific,abilene-christian
0.8233019709587097,pennsylvania,abilene-christian
0.9768373370170593,penn-state,abilene-christian
0.7367098927497864,pepperdine,abilene-christian
0.9463043212890625,pittsburgh,abilene-christian
0.8247729539871216,portland,abilene-christian
0.6229566335678101,portland-state,abilene-christian
0.32631564140319824,prairie-view-am,abilene-christian
0.1434672772884369,presbyterian,abilene-christian
0.8595339059829712,princeton,abilene-christian
0.9671652317047119,providence,abilene-christian
0.9898272752761841,purdue,abilene-christian
0.5975421071052551,quinnipiac,abilene-christian
0.6356777548789978,radford,abilene-christian
0.5008758902549744,rhode-island,abilene-christian
0.8088358044624329,rice,abilene-christian
0.7056673169136047,richmond,abilene-christian
0.5253167152404785,rider,abilene-christian
0.449074923992157,robert-morris,abilene-christian
0.9589035511016846,rutgers,abilene-christian
0.19760088622570038,south-carolina-state,abilene-christian
0.8195846676826477,south-dakota-state,abilene-christian
0.8742088079452515,southern-illinois,abilene-christian
0.11220376938581467,sacred-heart,abilene-christian
0.9553918242454529,sam-houston-state,abilene-christian
0.766536295413971,samford,abilene-christian
0.6901918649673462,san-diego,abilene-christian
0.9850607514381409,sd state,abilene-christian
0.9361318945884705,san-francisco,abilene-christian
0.9599043726921082,san-jose-state,abilene-christian
0.9015085697174072,ucsb,abilene-christian
0.9673856496810913,santa-clara,abilene-christian
0.6194033622741699,usc-upstate,abilene-christian
0.4769495725631714,southeastern-louisiana,abilene-christian
0.388675719499588,southeast-mo-st,abilene-christian
0.9052935838699341,seattle-u,abilene-christian
0.9559603333473206,seton-hall,abilene-christian
0.8366184234619141,stephen-f-austin,abilene-christian
0.5303075909614563,siena,abilene-christian
0.804715633392334,southern-methodist,abilene-christian
0.8393115997314453,south-alabama,abilene-christian
0.7730486989021301,south-carolina,abilene-christian
0.4221552610397339,south-dakota,abilene-christian
0.7262932658195496,south-florida,abilene-christian
0.9271275401115417,southern-mississippi,abilene-christian
0.332173615694046,southern-university,abilene-christian
0.9296352863311768,southern-utah,abilene-christian
0.6558575630187988,st. bonaventure,abilene-christian
0.09702946245670319,st. francis-ny,abilene-christian
0.10233478248119354,st. francis (pa),abilene-christian
0.9453928470611572,st. john�s,abilene-christian
0.6683171987533569,st. joseph's pa,abilene-christian
0.929387092590332,st louis,abilene-christian
0.9778780341148376,st. mary`s (ca),abilene-christian
0.37841448187828064,st. peter's,abilene-christian
0.8964240550994873,stanford,abilene-christian
0.820320725440979,stetson,abilene-christian
0.310924232006073,stony-brook,abilene-christian
0.850227415561676,syracuse,abilene-christian
0.5567335486412048,texas-am-corpus-christi,abilene-christian
0.9780340790748596,texas-christian,abilene-christian
0.9172176718711853,temple,abilene-christian
0.9814075827598572,tennessee,abilene-christian
0.24595652520656586,tennessee-state,abilene-christian
0.3558472990989685,tennessee-tech,abilene-christian
0.989926278591156,texas,abilene-christian
0.9823095202445984,texasa&m,abilene-christian
0.7490004897117615,texas-state,abilene-christian
0.9549712538719177,texas-tech,abilene-christian
0.3564147651195526,ut-martin,abilene-christian
0.8977676033973694,toledo,abilene-christian
0.7181563973426819,towson,abilene-christian
0.8351345062255859,troy st.,abilene-christian
0.9178395867347717,tulane,abilene-christian
0.43846285343170166,tulsa,abilene-christian
0.670759916305542,utrgv,abilene-christian
0.3884771466255188,tx southern,abilene-christian
0.9321833252906799,uab,abilene-christian
0.7290703654289246,uc-davis,abilene-christian
0.8606535196304321,uc-irvine,abilene-christian
0.9014362096786499,uc-riverside,abilene-christian
0.9147323966026306,ucf,abilene-christian
0.9884723424911499,ucla,abilene-christian
0.9341789484024048,ull,abilene-christian
0.5392566919326782,ulm,abilene-christian
0.38848719000816345,umbc,abilene-christian
0.8261657357215881,unc-asheville,abilene-christian
0.8041232824325562,uncg,abilene-christian
0.8475468158721924,uncw,abilene-christian
0.9483491778373718,unlv,abilene-christian
0.9753832817077637,usc,abilene-christian
0.7052194476127625,ut-arlington,abilene-christian
0.532434344291687,utsa,abilene-christian
0.937834620475769,utah,abilene-christian
0.9814085364341736,utah-state,abilene-christian
0.9524319171905518,utah-valley-state,abilene-christian
0.7550392150878906,utep,abilene-christian
0.945335865020752,virginia-commonwealth,abilene-christian
0.4206290543079376,valparaiso,abilene-christian
0.9729347825050354,vanderbilt,abilene-christian
0.8560251593589783,vermont,abilene-christian
0.9525003433227539,villanova,abilene-christian
0.978083610534668,virginia,abilene-christian
0.9173758029937744,virginia-tech,abilene-christian
0.20179851353168488,vmi,abilene-christian
0.6300586462020874,western-carolina,abilene-christian
0.5559363961219788,western-illinois,abilene-christian
0.8229362368583679,wku,abilene-christian
0.2954287528991699,western-michigan,abilene-christian
0.18815618753433228,wagner,abilene-christian
0.9160692691802979,wake-forest,abilene-christian
0.9348118305206299,washington,abilene-christian
0.957827627658844,washington-state,abilene-christian
0.8339144587516785,weber-state,abilene-christian
0.9826942086219788,west-virginia,abilene-christian
0.12219398468732834,wisconsin-green-bay,abilene-christian
0.6790942549705505,wisconsin-milwaukee,abilene-christian
0.8820111155509949,wichitastate,abilene-christian
0.3487645983695984,william-mary,abilene-christian
0.5662744641304016,winthrop,abilene-christian
0.968776524066925,wisconsin,abilene-christian
0.6348483562469482,wofford,abilene-christian
0.4982018768787384,wright-state,abilene-christian
0.8059834241867065,wyoming,abilene-christian
0.9843149185180664,xavier,abilene-christian
0.9129840135574341,yale,abilene-christian
0.7048586010932922,youngstown-state,abilene-christian
0.7316049337387085,california baptist,abilene-christian
0.7044813632965088,north alabama,abilene-christian
0.21757613122463226,merrimack,abilene-christian
0.7119317054748535,bellarmine,abilene-christian
0.7667107582092285,utah tech,abilene-christian
0.8793637156486511,tarleton state,abilene-christian
0.553574800491333,uc san diego,abilene-christian
0.6434145569801331,st thomas,abilene-christian
0.19702239334583282,lindenwood,abilene-christian
0.651271402835846,queens,abilene-christian
0.3235263526439667,southern indiana,abilene-christian
0.19221490621566772,stonehill,abilene-christian
0.32495835423469543,texas a&m commerce,abilene-christian
0.7797905802726746,akron,air-force
0.9897041916847229,alabama,air-force
0.15573722124099731,alabama-am,air-force
0.11706890910863876,alabama-state,air-force
0.11907541751861572,suny albany,air-force
0.4766272008419037,alcorn-state,air-force
0.24683280289173126,american-university,air-force
0.581810474395752,appalachian-state,air-force
0.9805874228477478,arizona,air-force
0.9602847099304199,arizona-state,air-force
0.10997799038887024,ualr,air-force
0.14582231640815735,arkansas-pine-bluff,air-force
0.9622970223426819,arkansas,air-force
0.2773018181324005,arkansas-state,air-force
0.19381704926490784,army-west-point,air-force
0.9678488969802856,auburn,air-force
0.19789284467697144,austin-peay,air-force
0.5912947654724121,ball-state,air-force
0.984173595905304,baylor,air-force
0.740570068359375,belmont,air-force
0.11035486310720444,bethune-cookman,air-force
0.21472299098968506,binghamton,air-force
0.966934323310852,boise-state,air-force
0.7558189034461975,boston-college,air-force
0.22957049310207367,boston-university,air-force
0.2045333832502365,bowling-green-state,air-force
0.8830112814903259,bradley,air-force
0.5288515686988831,brown,air-force
0.4142458438873291,bryant university,air-force
0.12486303597688675,bucknell,air-force
0.5704512000083923,buffalo,air-force
0.8989404439926147,butler,air-force
0.879950225353241,byu,air-force
0.21799896657466888,central-michigan,air-force
0.2545827329158783,cal-poly,air-force
0.35359469056129456,university of california,air-force
0.32454392313957214,campbell,air-force
0.25862863659858704,canisius,air-force
0.190851092338562,central-arkansas,air-force
0.06545434892177582,central-connecticut-state,air-force
0.16833128035068512,charleston-southern,air-force
0.7053229808807373,north-carolina-charlotte,air-force
0.45108503103256226,tennessee-chattanooga,air-force
0.31753191351890564,chicago-state,air-force
0.9179624915122986,cincinnati,air-force
0.19079822301864624,the-citadel,air-force
0.9054722189903259,clemson,air-force
0.5340947508811951,cleveland-state,air-force
0.308322012424469,coastal-carolina,air-force
0.8338241577148438,college-of-charleston,air-force
0.5836613774299622,colgate,air-force
0.9187169075012207,colorado,air-force
0.8561802506446838,colorado-state,air-force
0.15667012333869934,columbia,air-force
0.9715759754180908,uconn,air-force
0.18817704916000366,coppin-state,air-force
0.5977951288223267,cornell,air-force
0.9636862277984619,creighton,air-force
0.33971425890922546,csu-bakersfield,air-force
0.8085218071937561,cs fullerton,air-force
0.19766199588775635,csun,air-force
0.5412747859954834,sacramento-state,air-force
0.3416185975074768,dartmouth,air-force
0.6929720640182495,davidson,air-force
0.8402261137962341,dayton,air-force
0.4330018162727356,delaware,air-force
0.08932779729366302,delaware-state,air-force
0.22316782176494598,denver,air-force
0.8371797800064087,depaul,air-force
0.34416282176971436,detroit-mercy,air-force
0.892821729183197,drake,air-force
0.33875080943107605,drexel,air-force
0.9749236702919006,duke,air-force
0.7084270715713501,duquesne,air-force
0.09119962155818939,eastern-illinois,air-force
0.6973424553871155,eastern-ky,air-force
0.22240868210792542,eastern-michigan,air-force
0.7796591520309448,eastern-washington,air-force
0.6657540202140808,east-carolina,air-force
0.26084429025650024,southern-illinois-edwardsville,air-force
0.1228860542178154,elon university,air-force
0.24255938827991486,etsu,air-force
0.1390160769224167,evansville,air-force
0.10114256292581558,fairleigh-dickinson,air-force
0.2825499176979065,fairfield,air-force
0.9567406177520752,florida-atlantic,air-force
0.5371788740158081,florida-gulf-coast,air-force
0.9252095818519592,florida,air-force
0.11242293566465378,florida-am,air-force
0.49445798993110657,florida-international,air-force
0.5632911920547485,florida-state,air-force
0.7123584747314453,fordham,air-force
0.751865565776825,fresno-state,air-force
0.7604135274887085,furman,air-force
0.4894269108772278,george-washington,air-force
0.5448722243309021,georgia-southern,air-force
0.3760550022125244,gardner-webb,air-force
0.7421122789382935,george-mason,air-force
0.6190009713172913,georgetown,air-force
0.7747060656547546,georgia,air-force
0.2659844160079956,georgia-state,air-force
0.6970956325531006,georgia-tech,air-force
0.9843457937240601,gonzaga,air-force
0.4981137216091156,grambling-state,air-force
0.8611488342285156,grand-canyon,air-force
0.10518432408571243,hampton,air-force
0.03568173199892044,hartford,air-force
0.5189623832702637,harvard,air-force
0.6785534620285034,hawaii,air-force
0.2324996143579483,high-point,air-force
0.7969610691070557,hofstra,air-force
0.10397850722074509,holy-cross,air-force
0.9790854454040527,houston,air-force
0.06910160183906555,houston christian,air-force
0.4944281280040741,howard,air-force
0.20189188420772552,idaho,air-force
0.3095043897628784,idaho-state,air-force
0.24470940232276917,uic,air-force
0.9497811794281006,illinois,air-force
0.22939659655094147,illinois-state,air-force
0.11327763646841049,incarnate-word,air-force
0.9743126630783081,indiana,air-force
0.5613834261894226,indiana-state,air-force
0.8220707178115845,iona,air-force
0.9498235583305359,iowa,air-force
0.9748582243919373,iowa-state,air-force
0.36958393454551697,purdue fort wayne,air-force
0.05786259472370148,iupui,air-force
0.28381234407424927,jackson-state,air-force
0.5337545871734619,jacksonville,air-force
0.4133192002773285,jacksonville-state,air-force
0.7096627354621887,james-madison,air-force
0.9895942807197571,kansas,air-force
0.9755843281745911,kansas-state,air-force
0.8602266311645508,kennesaw-state,air-force
0.8981825709342957,kent-state,air-force
0.968673586845398,kentucky,air-force
0.5004397034645081,la-salle,air-force
0.2544141113758087,lafayette,air-force
0.0763552114367485,lamar-university,air-force
0.2772091031074524,lehigh,air-force
0.8657961487770081,liberty,air-force
0.6012241840362549,lipscomb,air-force
0.6122335195541382,longbeach state,air-force
0.028300471603870392,liu,air-force
0.4012431502342224,longwood,air-force
0.654244601726532,louisiana-tech,air-force
0.3038881719112396,louisville,air-force
0.9185234904289246,loyola-marymount,air-force
0.15512073040008545,loyola-md,air-force
0.3590177893638611,loyola-il,air-force
0.7822402119636536,lsu,air-force
0.4268326461315155,umass-lowell,air-force
0.28531357645988464,maine,air-force
0.21581898629665375,manhattan,air-force
0.19327078759670258,marist,air-force
0.979141354560852,marquette,air-force
0.735666036605835,marshall,air-force
0.9633964896202087,maryland,air-force
0.5593541264533997,umass,air-force
0.13498450815677643,mcneese-state,air-force
0.4191408157348633,umes,air-force
0.9647186398506165,memphis,air-force
0.3405359089374542,mercer,air-force
0.9456193447113037,miami-florida,air-force
0.28456899523735046,miami-ohio,air-force
0.9425379633903503,michigan,air-force
0.9780319929122925,michigan-state,air-force
0.6711093187332153,minnesota,air-force
0.7812862396240234,ole-miss,air-force
0.957439124584198,mississippi-state,air-force
0.9634923338890076,missouri,air-force
0.2524861693382263,umkc,air-force
0.6545531153678894,sw missouri st.,air-force
0.13970604538917542,monmouth-nj,air-force
0.6769082546234131,montana,air-force
0.8624733686447144,montana-state,air-force
0.49787434935569763,morehead-state,air-force
0.24448563158512115,morgan-state,air-force
0.09146880358457565,mvsu(miss. valley st,air-force
0.29616203904151917,mt. st. mary`s,air-force
0.8368632197380066,mtsu,air-force
0.6147910952568054,murray-state,air-force
0.4598798453807831,northern-colorado,air-force
0.5228564143180847,north-dakota-state,air-force
0.37683314085006714,northern-illinois,air-force
0.6686755418777466,northern-ky,air-force
0.3833310604095459,navy,air-force
0.2289298176765442,north-carolina-at,air-force
0.39412280917167664,north-carolina-central,air-force
0.931368887424469,north-carolina-state,air-force
0.24692434072494507,omaha,air-force
0.9370945692062378,nebraska,air-force
0.9620352387428284,nevada,air-force
0.28695955872535706,new-hampshire,air-force
0.9333754181861877,new-mexico,air-force
0.5983542799949646,new-mexico-state,air-force
0.10481713712215424,neworleans,air-force
0.41962936520576477,niagara,air-force
0.2952142357826233,nicholls-state,air-force
0.10722139477729797,njit,air-force
0.4760627746582031,norfolk-state,air-force
0.9349139928817749,unc,air-force
0.29174214601516724,north-dakota,air-force
0.45157137513160706,north-florida,air-force
0.9442118406295776,north-texas,air-force
0.205343097448349,northeastern,air-force
0.4629087746143341,northern-arizona,air-force
0.46230190992355347,uni,air-force
0.966069221496582,northwestern,air-force
0.46901068091392517,northwestern-state,air-force
0.523826003074646,notre-dame,air-force
0.350129634141922,oakland,air-force
0.6175366640090942,ohio,air-force
0.9273865222930908,ohio-state,air-force
0.9587070345878601,oklahoma,air-force
0.967003345489502,oklahoma-state,air-force
0.753923773765564,old-dominion,air-force
0.906692385673523,oral-roberts,air-force
0.9616772532463074,oregon,air-force
0.6648728251457214,oregon-state,air-force
0.6906605362892151,pacific,air-force
0.6975828409194946,pennsylvania,air-force
0.9648813009262085,penn-state,air-force
0.5823750495910645,pepperdine,air-force
0.9081862568855286,pittsburgh,air-force
0.7048800587654114,portland,air-force
0.43775877356529236,portland-state,air-force
0.20982493460178375,prairie-view-am,air-force
0.0839056447148323,presbyterian,air-force
0.7634491920471191,princeton,air-force
0.9476290345191956,providence,air-force
0.9862361550331116,purdue,air-force
0.4337579607963562,quinnipiac,air-force
0.47901955246925354,radford,air-force
0.352449506521225,rhode-island,air-force
0.6791310906410217,rice,air-force
0.5594853162765503,richmond,air-force
0.3583735525608063,rider,air-force
0.3011542558670044,robert-morris,air-force
0.9378467798233032,rutgers,air-force
0.1058632880449295,south-carolina-state,air-force
0.7011301517486572,south-dakota-state,air-force
0.7957301139831543,southern-illinois,air-force
0.08366130292415619,sacred-heart,air-force
0.9401980638504028,sam-houston-state,air-force
0.6226085424423218,samford,air-force
0.5321502089500427,san-diego,air-force
0.9795703887939453,sd state,air-force
0.8802551031112671,san-francisco,air-force
0.9472314715385437,san-jose-state,air-force
0.8363506197929382,ucsb,air-force
0.9452475905418396,santa-clara,air-force
0.45405757427215576,usc-upstate,air-force
0.320967435836792,southeastern-louisiana,air-force
0.25304028391838074,southeast-mo-st,air-force
0.8383781313896179,seattle-u,air-force
0.9384210705757141,seton-hall,air-force
0.7198840379714966,stephen-f-austin,air-force
0.36925438046455383,siena,air-force
0.6873170733451843,southern-methodist,air-force
0.7367052435874939,south-alabama,air-force
0.6617510318756104,south-carolina,air-force
0.26867949962615967,south-dakota,air-force
0.5827092528343201,south-florida,air-force
0.878442645072937,southern-mississippi,air-force
0.2127523124217987,southern-university,air-force
0.8699743747711182,southern-utah,air-force
0.5067706108093262,st. bonaventure,air-force
0.06895926594734192,st. francis-ny,air-force
0.07086415588855743,st. francis (pa),air-force
0.8994276523590088,st. john�s,air-force
0.49623405933380127,st. joseph's pa,air-force
0.8699025511741638,st louis,air-force
0.9690559506416321,st. mary`s (ca),air-force
0.2335532009601593,st. peter's,air-force
0.829064667224884,stanford,air-force
0.6869938969612122,stetson,air-force
0.19356651604175568,stony-brook,air-force
0.7547590136528015,syracuse,air-force
0.4100361466407776,texas-am-corpus-christi,air-force
0.965868353843689,texas-christian,air-force
0.8592473268508911,temple,air-force
0.9745762348175049,tennessee,air-force
0.16036739945411682,tennessee-state,air-force
0.22059714794158936,tennessee-tech,air-force
0.9858273267745972,texas,air-force
0.9732041358947754,texasa&m,air-force
0.6132913827896118,texas-state,air-force
0.9234312176704407,texas-tech,air-force
0.23505857586860657,ut-martin,air-force
0.8171235918998718,toledo,air-force
0.5666228532791138,towson,air-force
0.7194342613220215,troy st.,air-force
0.8470110297203064,tulane,air-force
0.2886686325073242,tulsa,air-force
0.5008669495582581,utrgv,air-force
0.25265970826148987,tx southern,air-force
0.8765657544136047,uab,air-force
0.5675836205482483,uc-davis,air-force
0.7556275725364685,uc-irvine,air-force
0.8331616520881653,uc-riverside,air-force
0.8612502217292786,ucf,air-force
0.9846585392951965,ucla,air-force
0.8888102173805237,ull,air-force
0.38663917779922485,ulm,air-force
0.2533671259880066,umbc,air-force
0.7388960719108582,unc-asheville,air-force
0.6928854584693909,uncg,air-force
0.7634077668190002,uncw,air-force
0.9078341722488403,unlv,air-force
0.9627655744552612,usc,air-force
0.5535492897033691,ut-arlington,air-force
0.3625393509864807,utsa,air-force
0.8972009420394897,utah,air-force
0.9725150465965271,utah-state,air-force
0.9239911437034607,utah-valley-state,air-force
0.6198099255561829,utep,air-force
0.9182800650596619,virginia-commonwealth,air-force
0.27350330352783203,valparaiso,air-force
0.9556951522827148,vanderbilt,air-force
0.7594370245933533,vermont,air-force
0.9277109503746033,villanova,air-force
0.9691318869590759,virginia,air-force
0.8570754528045654,virginia-tech,air-force
0.11722397804260254,vmi,air-force
0.46239736676216125,western-carolina,air-force
0.38583219051361084,western-illinois,air-force
0.7067719101905823,wku,air-force
0.18006162345409393,western-michigan,air-force
0.12700623273849487,wagner,air-force
0.8559510707855225,wake-forest,air-force
0.8902294039726257,washington,air-force
0.9344063997268677,washington-state,air-force
0.7225271463394165,weber-state,air-force
